ID,lettr,x-box,y-box,width,high,onpix,x-bar,y-bar,x2bar,y2bar,xybar,x2ybr,xy2br,x-ege,xegvy,y-ege,yegvx
9441,C,2,4,3,3,1,4,8,5,7,11,9,12,1,9,2,7
9444,A,5,11,5,6,4,10,3,4,2,10,5,11,5,3,5,10
9446,C,5,10,3,5,2,5,9,6,6,11,8,8,2,9,5,8
9468,Y,1,0,2,0,0,7,9,2,2,6,12,8,1,10,0,8
9473,Y,4,7,6,9,9,9,6,6,3,7,7,8,7,9,6,5
9479,C,8,11,5,6,2,7,9,6,7,12,7,8,2,9,5,9
9488,Y,5,9,8,6,4,8,10,1,7,5,11,8,2,12,3,8
9511,Y,4,6,7,8,1,6,10,3,2,8,13,8,1,11,0,8
9524,C,4,8,5,6,3,4,9,6,7,7,8,14,1,8,4,10
9527,Y,9,10,7,14,5,9,11,2,3,7,10,5,4,10,6,9
9534,Y,1,0,2,1,0,7,9,1,2,6,12,8,1,10,0,8
9539,Y,3,8,4,6,2,8,10,1,3,7,12,8,1,11,0,8
9540,A,2,8,4,6,2,12,2,4,3,11,2,10,2,6,4,9
9541,Y,2,9,4,6,1,8,10,2,3,6,12,8,1,10,0,8
9561,A,2,4,3,3,1,11,3,2,2,9,2,9,1,6,2,8
9562,Y,6,11,6,8,4,3,9,1,7,10,10,6,1,11,3,4
9574,A,3,9,6,7,4,12,3,2,2,9,2,9,2,6,2,8
9575,C,8,14,6,8,3,6,9,6,9,11,8,10,2,8,5,8
9577,C,4,9,5,6,3,6,7,6,8,6,5,12,1,8,4,9
9581,A,9,13,8,8,4,10,0,3,2,10,4,12,3,5,4,8
9588,C,4,7,4,5,3,4,7,5,6,11,9,14,1,9,3,9
9594,A,2,9,4,6,2,7,4,3,2,6,1,8,2,7,2,8
9597,Y,6,6,5,8,4,9,8,4,4,5,11,5,4,11,5,6
9614,Y,5,9,5,4,2,5,8,3,3,10,9,6,4,9,3,4
9618,A,3,3,5,5,2,6,4,3,1,6,1,8,3,7,2,7
9620,Y,6,10,8,8,8,8,5,6,5,8,7,8,6,9,7,3
9623,Y,3,3,5,4,1,8,11,2,2,5,12,8,1,10,0,8
9636,Y,4,8,6,6,5,9,5,7,5,6,9,7,3,9,9,4
9644,A,3,9,4,6,3,7,4,3,1,6,2,8,2,7,3,8
9660,Y,3,7,5,5,2,7,11,1,3,8,11,8,1,10,0,8
9668,Y,5,8,5,6,3,6,9,1,8,8,9,4,1,11,4,5
9669,Y,4,5,5,4,2,4,10,1,8,10,10,5,4,11,4,3
9688,A,4,11,6,8,3,9,3,3,3,8,1,9,3,6,3,9
9699,Y,7,10,7,8,4,2,10,2,6,10,12,7,2,11,2,6
9725,Y,4,8,5,6,2,5,10,2,2,8,12,8,2,11,0,8
9732,Y,6,8,6,6,3,4,10,1,8,11,10,6,2,11,4,3
9747,Y,2,3,4,4,0,7,10,1,3,7,12,8,1,11,0,8
9749,Y,1,1,3,2,1,5,10,1,6,9,11,9,1,11,2,8
9750,Y,3,5,5,7,1,7,10,1,3,7,12,8,1,11,0,8
9764,Y,4,4,6,6,7,9,4,5,3,7,7,8,5,9,4,8
9771,A,3,11,5,8,4,8,5,3,0,7,1,8,2,7,3,8
9779,A,4,10,7,8,5,12,3,2,2,9,2,9,2,6,2,8
9784,Y,6,7,6,5,4,5,9,1,8,9,9,5,2,9,4,4
9811,Y,6,9,8,6,6,8,8,6,5,5,8,8,3,8,9,6
9819,C,3,5,5,3,2,4,8,5,7,12,9,11,1,9,3,7
9827,A,2,7,4,5,2,12,3,4,3,12,2,9,2,6,3,9
9832,C,2,1,3,2,1,7,8,7,6,9,7,11,1,9,3,10
9833,Y,6,9,6,7,4,3,9,1,6,10,11,7,1,11,3,5
9837,C,1,1,2,1,0,6,7,6,9,7,6,15,0,8,4,10
9846,C,6,9,5,4,3,8,7,4,3,9,8,10,4,8,7,11
9862,A,1,0,2,0,0,8,3,2,0,7,2,8,2,6,1,8
9864,A,2,4,4,3,2,7,2,2,1,6,2,8,2,7,3,6
9877,C,2,3,2,2,1,5,8,5,6,11,9,11,1,9,3,8
9892,A,3,3,5,4,2,8,2,2,2,6,2,8,2,7,2,7
9906,Y,4,11,5,8,2,6,10,1,3,7,12,8,1,11,0,8
9912,Y,4,6,4,4,2,5,9,2,8,9,10,5,1,11,4,4
9918,A,7,11,7,6,4,10,1,4,2,11,6,14,4,5,5,11
9948,Y,3,6,5,4,2,7,10,2,7,6,12,9,2,11,2,8
9962,A,3,11,6,8,4,11,4,2,3,9,2,9,3,7,3,8
9963,C,5,9,7,6,4,7,7,8,7,7,6,9,4,8,4,9
9967,A,5,9,6,7,4,7,4,3,1,7,2,8,3,8,3,8
9981,C,5,5,6,8,2,6,7,7,11,6,6,14,1,8,4,9
10014,Y,2,4,3,3,1,4,11,2,7,11,10,5,1,11,2,5
10017,Y,4,7,6,10,10,8,5,4,2,8,8,9,5,9,6,8
10021,A,3,5,5,4,2,6,3,2,2,5,2,7,3,4,3,8
10025,A,2,4,3,3,1,11,3,3,2,11,2,9,2,6,2,9
10028,C,4,7,4,5,3,4,8,5,6,9,8,14,2,7,3,8
10040,C,6,11,8,8,6,7,6,9,6,8,6,11,4,9,4,8
10041,C,4,9,5,7,2,5,7,7,10,7,6,14,1,8,4,9
10063,A,3,8,5,6,3,12,2,3,2,11,2,9,2,6,3,9
10088,C,3,5,4,4,2,4,8,5,7,11,9,12,1,9,3,7
10096,C,2,2,3,4,2,6,8,7,7,8,8,14,1,9,4,10
10104,Y,4,8,7,6,3,7,10,1,8,6,12,9,3,9,2,8
10124,C,2,1,2,1,1,6,7,6,10,7,6,14,0,8,4,9
10134,C,2,5,3,3,1,4,8,4,7,11,9,12,1,9,2,7
10141,Y,6,11,10,8,5,6,10,2,8,6,12,9,5,10,4,7
10145,C,4,7,5,5,4,7,7,8,5,6,7,13,4,7,4,8
10171,Y,2,6,3,4,0,9,10,2,2,6,12,8,1,11,0,8
10184,A,3,8,5,6,3,12,3,3,2,11,1,9,2,6,2,9
10192,Y,7,9,8,6,5,5,9,1,8,9,10,5,3,11,4,4
10198,Y,4,6,4,4,2,4,9,3,6,10,11,6,2,11,2,5
10204,A,4,9,6,7,4,12,3,3,2,10,1,9,2,7,3,8
10215,C,2,4,2,2,1,4,8,5,7,11,9,12,1,9,3,8
10216,C,4,8,5,6,3,5,8,7,8,9,8,14,1,9,4,9
10217,C,2,3,3,2,1,4,8,3,6,11,9,12,1,9,2,7
10220,C,4,8,5,6,2,6,7,7,10,8,6,13,1,9,4,8
10221,A,2,7,4,5,2,9,3,2,2,8,1,8,2,6,3,8
10222,C,6,8,7,6,4,5,8,6,7,12,8,10,3,12,3,6
10248,A,5,9,7,7,5,8,3,1,2,6,2,7,3,5,4,7
10265,C,4,5,6,7,2,5,6,6,11,7,5,12,1,9,4,8
10268,Y,5,6,4,9,3,7,8,3,2,7,10,5,4,10,5,6
10285,Y,8,10,6,14,5,9,8,4,3,5,11,5,5,10,7,7
10287,C,3,4,4,3,2,6,8,8,8,8,7,12,2,9,4,10
10290,A,3,4,5,3,2,10,2,2,1,8,2,9,4,5,2,9
10314,C,4,6,5,4,2,4,8,6,9,10,10,12,1,8,3,7
10317,A,3,8,5,6,5,8,8,6,4,6,6,8,3,7,6,4
10367,Y,7,9,8,6,4,4,9,1,7,10,11,6,2,11,4,3
10371,Y,8,6,6,9,4,7,8,4,3,6,11,5,4,11,6,6
10387,Y,8,10,8,7,3,4,10,2,8,11,11,5,1,11,3,3
10394,Y,3,9,4,7,2,6,10,1,3,8,12,8,1,11,0,8
10402,A,2,1,3,2,1,8,2,2,1,7,2,8,2,7,2,7
10418,A,5,6,7,5,5,8,8,3,5,7,8,8,5,9,4,6
10429,Y,7,11,7,8,4,3,10,2,7,10,12,6,1,11,2,5
10435,Y,4,5,5,3,2,4,11,2,7,11,10,5,1,11,2,5
10443,Y,7,7,6,10,4,9,7,6,6,4,11,7,5,10,3,7
10451,Y,4,10,6,7,1,7,12,2,3,8,12,8,1,10,0,8
10473,C,4,7,5,5,3,5,8,7,7,8,8,14,1,10,4,10
10475,A,4,10,5,8,4,6,5,3,1,6,1,8,2,7,2,7
10480,Y,2,1,2,1,0,7,9,2,2,6,12,8,1,10,0,8
10498,C,7,11,7,8,4,5,8,6,8,12,8,13,3,10,4,6
10521,A,7,15,7,8,5,10,2,5,2,11,5,12,6,3,6,10
10528,A,3,8,5,6,3,9,3,1,2,7,2,8,2,6,2,7
10534,Y,7,6,6,9,4,9,6,5,5,5,12,6,4,11,4,6
10542,A,4,11,5,8,4,8,5,3,0,7,1,8,2,6,3,8
10558,Y,3,5,6,4,2,7,11,1,7,7,11,8,2,11,2,8
10570,A,5,9,7,8,6,6,8,2,4,7,7,9,8,7,4,8
10573,Y,3,5,4,7,7,7,5,4,2,7,7,9,5,10,4,8
10579,A,4,8,6,6,3,9,2,2,2,7,1,8,2,7,3,7
10590,C,4,7,5,5,5,5,7,3,5,7,6,10,5,10,3,8
10598,C,4,9,5,7,3,6,8,9,8,9,8,12,2,10,4,9
10611,Y,4,5,6,7,1,7,10,2,2,7,13,8,2,11,0,8
10612,Y,8,11,8,8,4,3,11,2,9,12,11,5,0,10,2,4
10616,Y,2,2,4,3,1,6,10,1,7,8,11,8,1,11,2,7
10668,A,5,7,8,6,6,9,7,3,5,6,8,6,4,10,4,5
10672,A,4,11,7,9,4,11,3,2,3,9,2,9,5,5,3,9
10673,Y,6,9,8,7,6,8,7,6,5,5,9,8,3,9,8,5
10676,A,3,9,6,6,2,8,4,3,2,7,1,8,3,7,3,8
10683,C,4,9,5,6,3,6,9,7,8,13,8,7,2,11,3,7
10699,C,1,1,2,1,0,6,7,6,9,7,6,14,0,8,4,10
10707,A,2,3,4,4,1,10,5,3,1,8,1,8,2,7,2,8
10710,C,5,9,6,7,4,3,8,6,7,12,10,13,1,9,3,7
10714,C,4,6,6,4,3,8,6,7,7,7,6,8,4,10,4,8
10730,A,3,6,6,8,2,9,4,3,2,8,1,8,3,7,2,8
10747,C,4,7,6,5,3,7,7,7,6,7,6,8,4,9,4,8
10755,C,3,2,4,3,2,6,8,8,7,8,7,12,2,9,4,10
10768,A,3,10,5,8,4,11,3,2,2,9,2,9,3,5,3,8
10769,A,3,8,6,6,4,11,2,2,2,9,2,9,3,5,3,8
10783,C,7,10,8,8,4,2,9,5,9,11,11,13,1,7,3,6
10790,Y,4,5,6,8,9,7,5,4,3,8,8,9,5,10,6,10
10805,Y,3,4,4,3,2,5,10,2,7,10,10,5,1,11,3,5
10813,Y,1,1,2,1,0,7,10,2,2,7,12,8,1,11,0,8
10815,C,4,10,5,7,2,5,7,7,10,7,6,14,1,8,4,9
10822,Y,3,5,5,4,2,8,11,1,7,5,11,9,2,12,3,8
10831,A,1,3,2,2,1,10,3,2,1,9,2,9,1,6,1,8
10836,A,2,7,4,4,2,7,4,3,2,6,1,8,3,6,2,7
10845,A,3,5,5,4,2,9,2,1,2,8,2,9,2,6,2,8
10856,A,5,8,8,7,7,7,8,2,4,7,8,9,8,6,4,8
10876,Y,5,7,7,11,10,10,9,4,2,5,8,9,4,11,10,12
10878,C,2,6,3,4,2,6,8,8,8,8,8,14,1,9,4,9
10880,Y,2,4,4,6,1,7,10,1,3,7,12,8,1,11,0,8
10883,A,3,9,5,6,4,8,2,1,2,6,2,7,3,6,4,7
10889,A,2,1,3,1,0,7,4,2,0,7,1,8,2,6,1,7
10893,C,3,9,4,7,3,5,8,9,8,9,8,11,2,10,4,10
10900,C,5,10,6,7,4,7,7,8,7,6,6,9,4,8,4,8
10902,C,4,7,5,5,2,5,8,6,8,12,9,11,2,10,3,7
10906,A,3,8,5,6,2,11,2,4,3,11,2,10,2,6,3,8
10917,C,3,4,4,3,1,4,8,5,7,11,9,12,1,9,2,7
10936,C,4,8,5,6,3,5,7,6,8,7,6,12,1,8,4,9
10956,Y,4,7,6,5,5,8,5,6,4,6,9,8,3,8,8,4
10959,Y,3,4,5,5,1,6,10,3,1,8,13,8,1,11,0,8
10962,A,2,1,4,3,2,8,1,2,2,8,2,8,3,6,3,7
10974,C,9,13,6,7,3,6,9,6,7,12,7,7,2,9,5,9
10975,Y,5,9,7,6,4,10,10,1,7,3,11,7,1,11,2,9
10979,C,4,10,5,8,2,5,7,7,10,7,6,13,1,8,4,9
10981,C,4,4,5,6,2,6,7,7,11,6,6,13,1,7,4,9
10991,C,3,3,4,4,1,5,8,6,9,6,7,11,1,7,4,9
11017,Y,2,3,4,4,0,7,10,2,2,7,13,8,1,11,0,8
11035,Y,3,5,5,3,2,4,11,3,6,12,10,5,1,11,2,5
11043,A,4,10,6,8,4,9,2,2,3,8,2,8,3,6,4,7
11054,C,4,10,5,8,3,6,7,10,8,10,8,11,2,12,4,9
11058,C,5,12,4,7,4,9,6,4,2,9,8,11,4,9,7,13
11059,C,4,10,6,8,7,6,6,4,3,8,7,11,6,9,3,8
11061,C,4,9,5,7,6,5,6,3,4,7,6,9,6,9,6,7
11064,C,3,4,4,3,1,5,9,5,7,11,9,12,1,9,3,7
11067,A,2,9,4,6,3,11,2,1,2,9,3,9,2,6,3,8
11070,A,4,10,7,7,2,5,5,3,1,5,1,7,3,7,2,7
11074,C,2,4,2,3,1,6,8,6,7,8,8,13,1,10,3,10
11082,C,5,11,7,8,8,7,6,4,4,8,7,11,6,9,3,8
11087,C,5,11,6,8,4,5,7,6,9,8,4,11,1,10,5,10
11089,C,4,6,5,4,3,4,8,5,7,9,9,14,1,8,3,8
11095,A,3,2,5,3,2,6,2,2,2,5,2,8,2,6,2,6
11098,C,5,8,6,6,3,7,6,6,8,13,7,12,2,10,4,7
11103,Y,4,5,6,7,1,8,10,2,2,6,13,8,1,11,0,8
11108,Y,2,1,3,2,1,7,10,1,7,7,11,8,1,11,1,8
11109,A,5,9,6,7,7,8,8,8,4,6,6,8,3,8,8,4
11120,Y,8,10,8,8,4,3,10,3,7,12,12,7,1,11,2,5
11129,A,3,5,6,6,2,8,3,3,2,7,1,8,3,6,3,8
11133,Y,6,11,8,8,8,8,4,6,5,8,7,8,9,7,6,5
11135,Y,8,10,8,8,4,5,8,2,9,9,10,4,5,11,7,3
11141,C,5,9,6,7,4,5,7,6,9,6,6,10,1,6,5,10
11144,A,6,9,8,8,7,7,7,2,4,7,8,10,8,7,4,8
11146,C,3,8,4,6,2,6,8,8,7,9,8,14,2,9,4,10
11148,C,5,7,7,6,6,5,7,4,4,7,6,11,4,9,7,9
11150,Y,6,11,6,8,3,3,10,3,6,12,12,7,1,11,2,6
11154,Y,2,5,4,4,2,7,10,1,7,7,11,8,1,11,2,8
11156,C,2,1,3,2,1,6,7,6,10,7,6,14,0,8,4,9
11163,A,2,6,4,4,2,8,4,2,1,7,2,8,2,6,2,8
11177,A,5,11,8,9,5,12,3,3,3,10,1,9,3,7,4,9
11181,Y,5,9,4,4,2,6,8,3,4,10,8,5,3,9,4,4
11187,A,1,3,3,2,1,6,3,2,2,5,2,8,1,6,1,7
11198,C,5,6,6,5,5,5,8,3,5,7,6,10,3,10,8,7
11220,A,1,3,2,2,1,10,2,2,1,9,2,9,1,6,2,8
11221,C,5,9,4,5,1,6,8,6,7,11,7,9,2,9,5,9
11226,C,2,1,2,2,1,6,8,7,7,8,7,13,1,8,4,10
11229,Y,7,11,7,8,5,5,8,0,8,9,9,5,4,10,7,4
11243,Y,2,7,4,4,1,10,10,3,2,5,13,8,2,11,0,8
11245,A,5,13,5,7,4,11,2,4,2,11,4,11,5,3,4,10
11257,Y,2,1,3,1,0,8,11,3,1,6,12,8,1,11,0,8
11261,C,4,7,5,5,3,7,7,8,6,7,6,10,3,8,3,9
11263,Y,1,0,2,1,0,7,10,2,2,7,12,8,1,11,0,8
11273,A,2,4,4,2,2,11,2,3,2,10,2,10,2,6,2,9
11317,Y,1,3,3,2,1,7,10,1,6,7,11,8,1,11,1,8
11330,C,3,7,4,5,2,7,7,7,10,10,6,13,1,10,4,9
11336,Y,6,8,9,11,11,8,11,3,4,6,8,9,5,13,11,8
11345,A,5,11,8,8,4,8,2,2,3,6,2,7,5,7,6,8
11359,C,3,7,4,5,2,5,8,7,7,8,8,14,1,9,4,10
11369,Y,7,10,6,5,3,8,6,3,5,9,8,6,4,10,4,5
11375,C,7,10,8,8,8,6,6,3,5,8,6,12,6,9,5,10
11379,Y,1,0,2,0,0,7,9,3,1,7,13,8,1,11,0,8
11388,C,8,13,5,7,3,6,10,6,9,11,8,10,2,8,5,9
11391,C,3,7,4,5,2,5,8,7,7,9,8,13,1,10,4,10
11393,C,3,6,5,4,1,6,8,6,10,7,7,12,1,7,4,9
11408,A,6,10,8,8,8,7,8,8,4,6,5,9,3,7,8,5
11416,C,4,9,3,4,2,7,10,4,4,8,8,8,3,9,8,11
11422,C,6,10,7,8,5,3,7,4,7,10,8,15,4,9,5,6
11426,C,4,10,5,8,2,5,7,7,10,7,5,13,1,9,4,8
11433,Y,6,6,5,9,3,7,11,1,3,9,10,5,4,10,6,8
11449,A,3,7,5,6,4,7,8,2,4,7,8,9,5,8,3,6
11465,C,4,8,5,6,3,3,8,5,7,10,10,13,1,8,3,7
11468,Y,2,4,4,3,2,6,10,1,7,8,11,8,1,11,2,8
11470,Y,4,5,5,7,7,9,8,6,3,7,7,7,6,10,6,4
11493,C,2,4,3,3,1,5,9,5,6,12,9,10,1,10,2,7
11505,Y,5,7,5,5,3,6,8,1,7,8,9,5,2,12,4,4
11529,C,4,9,5,7,6,5,7,4,5,7,6,9,6,10,5,7
11532,A,3,9,6,7,4,11,3,1,2,8,3,9,4,5,3,8
11544,C,5,9,6,6,3,5,8,8,9,9,8,12,2,10,4,9
11575,A,3,7,5,5,2,12,3,4,3,11,2,10,2,6,3,9
11583,Y,4,7,6,5,3,10,10,1,6,2,10,8,1,11,1,9
11584,C,1,3,2,1,1,4,8,4,6,10,9,12,1,8,2,8
11595,C,6,8,7,7,7,6,7,5,5,6,6,11,7,10,9,8
11607,A,2,2,4,4,2,8,2,2,2,8,2,8,2,6,3,7
11614,C,5,8,6,6,4,6,8,6,9,6,6,13,1,8,4,9
11621,C,7,12,5,6,4,7,6,4,3,9,8,11,4,9,8,11
11622,A,3,11,5,8,3,13,4,5,3,12,1,8,2,6,4,9
11627,Y,5,10,8,8,4,7,10,2,7,6,12,9,2,11,2,8
11647,A,5,10,9,7,6,7,5,2,4,5,1,6,5,7,5,5
11649,A,4,9,6,6,3,11,2,3,3,10,2,9,2,6,3,8
11652,C,4,4,5,7,2,5,7,7,10,7,6,14,1,8,4,9
11656,A,3,8,5,5,2,7,4,3,1,7,1,8,3,7,2,8
11669,Y,4,9,7,7,3,6,10,2,8,7,12,8,1,11,2,8
11689,C,9,12,6,7,3,8,8,6,8,12,6,8,2,9,5,9
11691,A,3,9,5,6,3,6,3,2,3,5,2,8,2,6,3,6
11698,Y,3,6,5,8,1,7,10,1,3,7,12,8,1,11,0,8
11701,C,3,6,4,4,1,5,8,6,10,6,7,11,1,7,4,8
11709,A,7,10,9,8,9,8,6,7,4,7,6,9,6,8,8,3
11717,C,5,10,6,8,2,6,7,7,10,6,6,15,1,8,4,9
11718,Y,5,11,6,8,3,7,10,1,3,7,12,8,1,11,0,8
11723,A,3,5,5,4,4,7,8,3,4,7,8,8,5,10,3,6
11733,C,6,10,6,7,4,6,8,7,8,13,8,10,2,11,3,7
11750,C,4,8,5,6,2,6,9,7,10,5,7,12,1,6,4,8
11758,A,4,4,6,6,2,6,7,3,0,6,0,8,2,7,1,7
11765,A,5,7,7,5,7,7,8,8,4,7,5,8,4,8,9,4
11774,A,3,8,5,6,3,10,4,2,2,8,2,10,2,6,3,8
11780,C,5,7,7,6,6,5,6,4,5,7,6,11,4,10,7,10
11781,Y,10,9,8,12,5,7,9,3,2,7,11,5,4,10,7,6
11782,Y,6,11,8,8,8,9,3,7,5,8,8,7,3,10,5,3
11787,Y,4,9,6,7,3,5,11,2,3,8,12,8,1,11,0,8
11800,A,5,10,7,7,8,8,5,8,4,8,6,8,3,9,8,3
11809,A,4,7,6,6,5,8,8,2,4,7,7,8,5,7,4,6
11817,Y,2,4,3,3,1,6,10,1,6,8,11,8,1,11,2,7
11851,A,4,9,5,6,5,7,6,7,4,7,6,9,2,8,8,4
11877,A,4,5,6,4,4,8,8,3,4,6,7,7,5,8,4,5
11880,A,3,10,5,8,4,12,3,2,2,9,2,8,2,6,2,8
11909,C,6,12,4,6,2,7,7,7,6,11,6,8,2,9,5,9
11916,C,6,10,7,8,3,4,9,6,8,12,10,11,2,9,3,6
11920,Y,3,4,4,3,1,4,11,2,7,11,10,5,1,11,2,5
11929,Y,3,4,4,2,2,4,11,2,7,11,10,5,1,10,2,4
11946,C,2,4,3,3,1,6,8,7,7,9,8,13,1,10,4,10
11948,C,1,3,2,1,1,6,8,6,6,8,7,13,1,9,3,10
11952,Y,3,7,5,5,2,10,11,2,2,5,12,8,1,11,0,8
11977,Y,8,7,6,11,5,9,8,5,5,4,11,6,4,11,5,7
11978,Y,2,2,3,3,1,7,10,1,7,7,11,8,1,11,2,8
12001,Y,4,7,4,5,2,3,10,3,6,11,12,7,2,11,2,6
12002,C,5,9,5,7,4,4,8,5,7,11,9,14,2,9,3,7
12003,A,3,6,4,4,2,10,2,2,3,8,2,8,2,6,2,8
12010,Y,3,6,4,4,2,8,10,2,6,5,12,8,2,11,2,8
12011,A,1,3,3,2,1,11,2,3,2,10,2,9,1,6,2,8
12014,C,3,4,4,3,1,5,9,5,7,12,9,10,1,10,3,7
12025,Y,3,7,5,5,3,7,10,1,5,5,11,9,2,11,1,8
12026,C,4,7,6,5,4,7,8,8,6,5,7,13,4,7,4,8
12029,A,2,5,4,3,2,7,3,1,2,6,2,8,3,5,2,8
12056,C,2,5,3,3,1,5,9,5,7,12,9,11,1,10,2,7
12058,Y,2,7,4,4,1,6,10,2,2,7,12,8,1,11,0,8
12061,A,3,4,5,6,2,5,4,3,2,5,1,7,3,7,2,7
12066,A,4,5,6,8,2,7,4,3,2,7,1,8,3,6,3,8
12071,A,2,4,4,3,2,11,2,2,2,9,2,9,2,6,2,8
12078,Y,3,7,5,5,2,8,10,2,6,4,11,9,2,12,2,7
12091,A,8,15,6,8,4,8,3,3,2,7,4,11,5,5,4,7
12093,C,2,2,3,4,2,6,8,7,8,8,8,13,1,9,4,10
12099,Y,2,3,4,5,1,8,10,2,3,6,12,8,1,11,0,8
12103,A,2,6,3,4,2,9,4,2,0,8,2,8,2,6,1,8
12106,A,2,1,4,1,1,8,4,2,0,7,2,8,2,6,2,8
12120,C,8,15,6,8,5,5,10,4,5,9,7,8,3,9,9,9
12128,A,3,9,5,7,3,12,3,3,3,10,1,9,2,6,2,8
12134,Y,8,8,7,11,5,9,9,3,3,5,11,5,4,10,7,8
12135,C,4,9,4,5,3,6,8,4,3,9,9,10,3,9,8,9
12141,C,3,7,4,5,1,6,8,7,10,5,7,13,1,7,4,9
12147,A,1,0,2,0,0,8,4,2,0,7,2,8,2,7,1,8
12158,Y,3,2,5,4,2,6,10,1,8,8,11,8,1,11,2,8
12159,C,1,3,2,2,1,6,8,7,7,8,7,13,1,9,4,10
12162,Y,4,10,6,7,4,4,8,2,7,10,13,10,2,11,2,6
12179,C,2,4,3,3,1,4,9,5,6,11,9,11,1,9,2,8
12180,Y,3,5,5,4,2,6,10,1,8,8,12,8,1,11,2,7
12183,Y,6,8,6,6,4,3,9,2,6,10,11,7,2,11,2,5
12194,Y,2,7,4,5,2,10,10,3,1,6,12,8,2,11,0,8
12200,A,6,9,9,8,8,8,7,3,5,7,7,7,5,8,4,5
12207,Y,3,9,5,6,2,7,11,0,4,7,11,8,0,10,0,8
12214,Y,3,8,4,6,2,5,10,1,3,8,12,8,1,11,0,8
12220,C,5,11,5,8,4,4,7,5,6,11,9,14,2,10,4,7
12237,Y,5,10,7,7,4,7,10,2,7,6,12,9,2,11,2,8
12242,A,4,9,6,8,6,7,8,2,4,7,7,8,8,6,4,7
12253,A,4,9,7,7,5,7,2,1,2,5,2,7,4,6,5,7
12267,A,1,0,2,1,0,7,4,2,0,7,2,8,2,7,1,8
12283,C,3,4,4,3,2,6,8,7,8,8,8,13,1,9,4,10
12285,C,6,12,5,6,4,6,8,4,4,10,8,9,4,9,9,9
12298,C,6,11,6,8,3,4,8,6,8,12,10,12,2,9,3,7
12320,Y,4,8,6,6,6,8,7,5,4,7,8,8,6,8,7,4
12325,C,7,13,5,8,4,7,9,4,4,9,7,9,3,9,8,11
12326,A,5,11,8,8,5,8,2,2,3,6,1,7,3,7,4,7
12330,Y,5,8,5,6,2,4,11,3,8,12,11,4,1,10,2,4
12333,Y,5,10,8,8,3,6,10,1,9,9,12,8,1,11,2,7
12337,A,4,9,5,7,4,7,5,3,0,7,1,8,2,7,1,8
12342,Y,5,9,8,6,4,6,9,1,7,7,12,9,1,11,2,8
12343,A,2,4,4,6,2,8,3,3,3,7,1,8,3,6,3,8
12361,Y,3,4,5,6,1,8,10,2,2,6,13,8,2,11,0,8
12365,C,5,9,6,7,4,5,7,6,9,7,6,13,1,8,4,9
12380,C,5,9,7,8,8,5,6,4,5,7,6,11,5,11,8,11
12390,A,3,7,5,5,3,10,3,2,2,8,2,10,3,5,2,8
12402,Y,2,1,4,2,1,7,11,1,7,7,11,8,1,11,2,8
12417,Y,4,7,4,5,2,4,10,2,9,11,10,5,0,10,3,4
12419,Y,5,10,6,8,6,8,7,6,5,5,9,8,3,9,10,7
12444,Y,3,7,4,5,1,7,10,2,2,7,13,8,1,11,0,8
12455,Y,4,6,5,8,6,10,12,5,4,6,7,7,5,10,8,5
12456,A,3,8,5,5,2,10,5,3,1,8,1,9,2,7,2,9
12458,C,4,7,5,5,2,6,9,7,7,13,8,7,2,11,2,6
12478,C,2,3,2,2,1,4,8,4,7,10,9,12,1,8,2,7
12481,Y,2,2,4,3,2,7,11,1,7,7,11,8,1,11,2,8
12486,C,5,10,6,8,5,5,7,8,7,11,8,13,3,12,5,8
12488,A,4,11,6,8,2,8,5,3,1,7,0,8,3,7,2,8
12494,Y,8,11,7,6,4,8,6,4,6,9,6,5,3,10,6,5
12506,A,3,6,5,4,2,11,3,2,2,9,2,9,2,6,3,9
12509,A,3,9,5,6,4,12,2,2,2,10,2,9,2,6,3,8
12513,Y,5,6,6,4,3,3,10,2,7,11,11,6,1,10,2,4
12526,Y,1,1,2,1,0,7,10,2,2,7,12,8,1,11,0,8
12542,A,4,10,7,7,2,8,7,3,0,7,0,8,3,7,2,8
12545,Y,3,10,5,7,3,7,10,1,7,6,12,8,1,11,2,8
12566,Y,10,10,8,14,6,9,6,5,5,4,12,6,5,10,6,7
12573,A,5,11,7,8,7,8,5,7,4,8,6,8,6,8,7,4
12579,Y,7,9,7,7,4,4,9,2,7,10,11,6,2,12,3,4
12612,Y,4,6,6,4,5,9,5,7,5,6,9,7,3,9,8,5
12625,C,6,11,7,8,3,5,7,7,11,7,6,12,1,9,4,8
12633,A,5,10,7,7,4,9,5,3,0,8,1,8,2,7,1,8
12635,C,5,10,6,8,3,3,8,5,8,11,11,13,1,8,3,7
12643,C,6,9,6,6,4,7,8,6,8,13,7,10,3,11,4,6
12675,A,4,8,6,6,4,11,3,2,2,9,2,9,4,4,3,8
12681,C,5,6,6,5,5,6,7,4,5,7,6,11,5,10,8,11
12687,A,3,5,6,3,2,8,2,2,2,6,1,8,2,6,2,7
12702,C,2,3,3,2,1,6,8,7,7,8,7,12,1,9,4,10
12704,A,2,6,4,4,3,8,3,2,1,7,2,8,1,7,2,8
12705,A,3,9,5,6,3,10,3,2,2,8,2,10,3,5,3,7
12709,A,2,8,4,5,2,7,5,3,1,6,0,8,2,7,2,7
12719,A,3,5,6,4,2,9,2,2,2,8,1,8,2,6,2,7
